original_text,text,sentiment,confidence
caleb name xia yizhou household caleb calebloveanddeepspace loveanddeepspacecharacters,caleb name xia yizhou household caleb calebloveanddeepspace loveanddeepspacecharacters,NEGATIVE,0.8204904198646545
loveanddeepspace caleb fyp,loveanddeepspace caleb fyp,POSITIVE,0.9719402194023132
caleb apology edit previous caleb angst edit loveanddeepspace loveanddeepspacecaleb loveanddeepspaceedit lads ladsedit ladscaleb,caleb apology edit previous caleb angst edit loveanddeepspace loveanddeepspacecaleb loveanddeepspaceedit lads ladsedit ladscaleb,NEGATIVE,0.9655453562736511
stresss ganteng banget caleb calebloveanddeepspace lnd otome loveanddeepspace lads fyp loveanddeepspaceedit calebedit loveanddeepspacecharacters mahiru xiayizhou yizhou,stresss ganteng banget caleb calebloveanddeepspace lnd otome loveanddeepspace lads fyp loveanddeepspaceedit calebedit loveanddeepspacecharacters mahiru xiayizhou yizhou,NEGATIVE,0.9549281001091003
manifesting girls especially rafayel girlies get pulls june loveanddeepspaceladsrafayelzaynexavierxaviersyluscalebotome,manifesting girls especially rafayel girlies get pulls june loveanddeepspaceladsrafayelzaynexavierxaviersyluscalebotome,NEGATIVE,0.6550907492637634
makeup caleb sylus loveanddeepspaceloveanddeepspacesplayer handsome lads loveanddeepspacecharacters 3dgame otomegame mika,makeup caleb sylus loveanddeepspaceloveanddeepspacesplayer handsome lads loveanddeepspacecharacters 3dgame otomegame mika,NEGATIVE,0.9317064881324768
tell making caleb cosplay say cos cr sihuoyiyi cr xhs loveanddeepspace loveanddeepspaceedicaleb loveanddeepspacecaleb calebloveanddeepspace loveanddeepspacexavier xavierloveanddeepspace xavier sylus sylusloveanddeepspace loveanddeepspacesylus zayne loveanddeepspacezayne zayneloveanddeepspace rafayel loveanddeepspacerafayel rafayelloveanddeepspace otomotif game otome otomegame otomegames fyp viral fpy fyp,tell making caleb cosplay say cos cr sihuoyiyi cr xhs loveanddeepspace loveanddeepspaceedicaleb loveanddeepspacecaleb calebloveanddeepspace loveanddeepspacexavier xavierloveanddeepspace xavier sylus sylusloveanddeepspace loveanddeepspacesylus zayne loveanddeepspacezayne zayneloveanddeepspace rafayel loveanddeepspacerafayel rafayelloveanddeepspace otomotif game otome otomegame otomegames fyp viral fpy fyp,NEGATIVE,0.9450522661209106
getting closer date cr xhs nicheshanghai caleb xiayizhou loveanddeepspace loveanddeepspacecharacters loveanddeepspaceedit loveanddeepspacegame loveanddeepspacecaleb lnd lads otome otomegame,getting closer date cr xhs nicheshanghai caleb xiayizhou loveanddeepspace loveanddeepspacecharacters loveanddeepspaceedit loveanddeepspacegame loveanddeepspacecaleb lnd lads otome otomegame,POSITIVE,0.8864841461181641
caleb nam chnh mang vibe chu hi yn vi mnh chnh tr ngy tng ch ni li tm bit vi bng lng anh ai ng ln gp li phi kip sau loveanddeepspace caleb hathanhhaiyen chuhaiyen haditru novel,caleb nam chnh mang vibe chu hi yn vi mnh chnh tr ngy tng ch ni li tm bit vi bng lng anh ai ng ln gp li phi kip sau loveanddeepspace caleb hathanhhaiyen chuhaiyen haditru novel,NEGATIVE,0.9659723043441772
rafayels waiting missing accross lifetimes card rafayel canvas loveanddeepspace lads rafayel zayne sylus xavier caleb otome ladstheories lemurian,rafayels waiting missing accross lifetimes card rafayel canvas loveanddeepspace lads rafayel zayne sylus xavier caleb otome ladstheories lemurian,NEGATIVE,0.9866869449615479
big caleb loveanddeepspace cosplay cos lads,big caleb loveanddeepspace cosplay cos lads,NEGATIVE,0.5352552533149719
turned horror edit reason ladslyrics ladscaleb loveanddeepspace loveanddeepspaceedit,turned horror edit reason ladslyrics ladscaleb loveanddeepspace loveanddeepspaceedit,NEGATIVE,0.9440314769744873
loveanddeepspace cosplay caleb,loveanddeepspace cosplay caleb,POSITIVE,0.9909517765045166
shit discovered loveanddeepspace xavier caleb loveanddeepspaceedit fyp,shit discovered loveanddeepspace xavier caleb loveanddeepspaceedit fyp,NEGATIVE,0.9771111011505127
caleb commander summer love love deepspace juneleb calebnation ladsedit caleb calebloveanddeepspace calebloveanddeepspaceedit loveanddeepspacecaleb lads rafayelloveanddeepspace rafayel rafayeledit otome otomegame otomegames fyi amv sylus sylusedit xavier zayne xavieredit sylusloveanddeepspaceedit xavierloveanddeepspace zayneloveanddeepspace loveanddeepspace loveanddeepspacecharacters qinche sylus loveanddeepspacegame loveanddeepspaceedit loveanddeepspacemc ladsedit zayne loveanddeepspacexavier loveanddeepspacezayne fyi fypfyip fypage xavier juneleb caleb calebnation junleb caleb fyip fyip calebnoreturnnight caleb loveanddeepspace lux sylusslvt sylus sylus minidragun snowcrow bunni juneleb amysyluss wife anni crystalduskstudios calebs pipsqueak sylusfruitss mrs syluscaleb squishyfishie gretastargirlxx jc 1tanisia7 imryui pipsqueak want kitten,caleb commander summer love love deepspace juneleb calebnation ladsedit caleb calebloveanddeepspace calebloveanddeepspaceedit loveanddeepspacecaleb lads rafayelloveanddeepspace rafayel rafayeledit otome otomegame otomegames fyi amv sylus sylusedit xavier zayne xavieredit sylusloveanddeepspaceedit xavierloveanddeepspace zayneloveanddeepspace loveanddeepspace loveanddeepspacecharacters qinche sylus loveanddeepspacegame loveanddeepspaceedit loveanddeepspacemc ladsedit zayne loveanddeepspacexavier loveanddeepspacezayne fyi fypfyip fypage xavier juneleb caleb calebnation junleb caleb fyip fyip calebnoreturnnight caleb loveanddeepspace lux sylusslvt sylus sylus minidragun snowcrow bunni juneleb amysyluss wife anni crystalduskstudios calebs pipsqueak sylusfruitss mrs syluscaleb squishyfishie gretastargirlxx jc 1tanisia7 imryui pipsqueak want kitten,NEGATIVE,0.9198967218399048
loveanddeepspace caleb loveanddeepspacecaleb calebloveanddeepspace cos,loveanddeepspace caleb loveanddeepspacecaleb calebloveanddeepspace cos,NEGATIVE,0.7304748296737671
ln thch trai 2d gii thiu vs mn gege tr haditru caleb unboxing mahiru fyp unboxingvideo,ln thch trai 2d gii thiu vs mn gege tr haditru caleb unboxing mahiru fyp unboxingvideo,NEGATIVE,0.9909802079200745
caleb noreturn night part loveanddeepspace loveanddeepspaceedit loveanddeepspacecaleb calebloveanddeepspace otome otomegame datingsim calebloveanddeepspaceedit,caleb noreturn night part loveanddeepspace loveanddeepspaceedit loveanddeepspacecaleb calebloveanddeepspace otome otomegame datingsim calebloveanddeepspaceedit,NEGATIVE,0.9602002501487732
cant wait pull card loveanddeepspace juneleb juneleb mahiru xiayizhou calebloveanddeepspace caleb gege,cant wait pull card loveanddeepspace juneleb juneleb mahiru xiayizhou calebloveanddeepspace caleb gege,NEGATIVE,0.962164044380188
loveanddeepspace loveanddeepspaceedit caleb calebedit fyp,loveanddeepspace loveanddeepspaceedit caleb calebedit fyp,POSITIVE,0.9777265191078186
caleb back loveanddeepspace cn caleb handmade fyp,caleb back loveanddeepspace cn caleb handmade fyp,NEGATIVE,0.9230058193206787
caleb day calls picture day gege caleb happy birthday photoacekl calebendlesssummer caleb loveanddeepspace loveanddeepspacecaleb calebedit loveanddeepspaceedit xiayizhou summer endlesssummer calebloveanddeepspace,caleb day calls picture day gege caleb happy birthday photoacekl calebendlesssummer caleb loveanddeepspace loveanddeepspacecaleb calebedit loveanddeepspaceedit xiayizhou summer endlesssummer calebloveanddeepspace,POSITIVE,0.5450871586799622
never brother loveanddeepspace caleb fyp,never brother loveanddeepspace caleb fyp,NEGATIVE,0.983944296836853
cos caleb loveanddeepspace,cos caleb loveanddeepspace,NEGATIVE,0.8811386227607727
damn come loveanddeepspace caleb xavier loveanddeepspacexavier loveanddeepspacecaleb loveanddeepspaceedit boys cosplay handsome fyp,damn come loveanddeepspace caleb xavier loveanddeepspacexavier loveanddeepspacecaleb loveanddeepspaceedit boys cosplay handsome fyp,POSITIVE,0.9591754674911499
loveanddeepspace caleb loveanddeepspaceedit fyp loveanddeepspacecharacters loveanddeepspacecaleb boy cosplay,loveanddeepspace caleb loveanddeepspaceedit fyp loveanddeepspacecharacters loveanddeepspacecaleb boy cosplay,NEGATIVE,0.5399067401885986
took caleb plushie birthday please ignore naked didnt get chance get clothes loveanddeepspace caleb xiayizhou xiayizhouloveanddeepspace lads calebloveanddeepspace cute minivlog,took caleb plushie birthday please ignore naked didnt get chance get clothes loveanddeepspace caleb xiayizhou xiayizhouloveanddeepspace lads calebloveanddeepspace cute minivlog,POSITIVE,0.8518064022064209
1lad caleb calebbirthday loveanddeepspace,1lad caleb calebbirthday loveanddeepspace,NEGATIVE,0.8495131134986877
caleb noreturn night part loveanddeepspace loveanddeepspaceedit loveanddeepspacecaleb calebloveanddeepspace otome otomegame datingsim calebloveanddeepspaceedit,caleb noreturn night part loveanddeepspace loveanddeepspaceedit loveanddeepspacecaleb calebloveanddeepspace otome otomegame datingsim calebloveanddeepspaceedit,NEGATIVE,0.9602002501487732
video credit xhs id seraph999 photo credits shown pictures caleb calebloveanddeepspace loveanddeepspace,video credit xhs id seraph999 photo credits shown pictures caleb calebloveanddeepspace loveanddeepspace,NEGATIVE,0.9035916924476624
cosplay cos cosplay loveandpeace caleb,cosplay cos cosplay loveandpeace caleb,POSITIVE,0.9784030914306641
time next year fyp loveanddeepspace loveanddeepspacecaleb caleb otome otomegame gacha,time next year fyp loveanddeepspace loveanddeepspacecaleb caleb otome otomegame gacha,NEGATIVE,0.9450587630271912
caleb loveanddeepspacecharacters,caleb loveanddeepspacecharacters,NEGATIVE,0.9148550629615784
singleloveanddeepspacecaleb loveanddeepspace caleb loveanddeepspaceedit fyp anime cosplay calebedit handsome handsomeboy,singleloveanddeepspacecaleb loveanddeepspace caleb loveanddeepspaceedit fyp anime cosplay calebedit handsome handsomeboy,NEGATIVE,0.6823665499687195
mc caleb loveanddeepspace cosplay calebcos cos caleblads lads calebcosplay fyp,mc caleb loveanddeepspace cosplay calebcos cos caleblads lads calebcosplay fyp,NEGATIVE,0.9614226818084717
caleb took chance heard zayne moved away sadly invalid loveanddeepspace caleb fanart,caleb took chance heard zayne moved away sadly invalid loveanddeepspace caleb fanart,NEGATIVE,0.8283615112304688
rafayel rafayelloveanddeepspace rafayelcosplay loveanddeepspace lads rafayel xavier zayne sylus caleb,rafayel rafayelloveanddeepspace rafayelcosplay loveanddeepspace lads rafayel xavier zayne sylus caleb,POSITIVE,0.8578850626945496
word dramatic original video rednote j4f caleb xiayizhou mahiru hawooju xiaohongshu xhs rednote reup fyp trending xh tiktok viral edit translate fanmade,word dramatic original video rednote j4f caleb xiayizhou mahiru hawooju xiaohongshu xhs rednote reup fyp trending xh tiktok viral edit translate fanmade,NEGATIVE,0.9377601742744446
