original_text,text,character,sentiment,confidence
zayne song fits well scp peppa loveanddeepspace loveanddeepspaceedit zayneloveanddeepspace,zayne song fits well scp peppa loveanddeepspace loveanddeepspaceedit zayneloveanddeepspace,Zayne,POSITIVE,0.9780996441841125
zayne everything perfect actually loveanddeepspace lndsea zayneloveanddeepspace,zayne everything perfect actually loveanddeepspace lndsea zayneloveanddeepspace,Zayne,POSITIVE,0.9910435676574707
zayneloveanddeepspace zayne lads loveanddeepspace loveanddeepspacemc fyp fypage fyppppppppppppppppppppppp,zayneloveanddeepspace zayne lads loveanddeepspace loveanddeepspacemc fyp fypage fyppppppppppppppppppppppp,Zayne,NEGATIVE,0.9709868431091309
pov zaynes boyfriend youre watching instagram stories loveanddeepspace lads lnd zayne pov boyfriend fyp,pov zaynes boyfriend youre watching instagram stories loveanddeepspace lads lnd zayne pov boyfriend fyp,Zayne,NEGATIVE,0.9573267102241516
aaaaa zayne juga gemesin zayne zayneloveanddeepspace zaynedit loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters lnd otomegame fyp fyp xyzbca,aaaaa zayne juga gemesin zayne zayneloveanddeepspace zaynedit loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters lnd otomegame fyp fyp xyzbca,Zayne,NEGATIVE,0.977787971496582
zayne ver loveanddeepspace fyp lnd zayneloveanddeepspace zayne,zayne ver loveanddeepspace fyp lnd zayneloveanddeepspace zayne,Zayne,NEGATIVE,0.9254095554351807
zaynejockstudio game fyp bl zayne,zaynejockstudio game fyp bl zayne,Zayne,NEGATIVE,0.9871708750724792
zayne oh pulsing name loveanddeepspace zayneloveanddeepspace lishen ladszayne dawnbreaker,zayne oh pulsing name loveanddeepspace zayneloveanddeepspace lishen ladszayne dawnbreaker,Zayne,NEGATIVE,0.7691634893417358
replying sunburn267 zayne hairstyles also tried drawing new myth hair way zayne loveanddeepspace zayneloveanddeepspace fanart drawing illustration fyp fyp hairstyles,replying sunburn267 zayne hairstyles also tried drawing new myth hair way zayne loveanddeepspace zayneloveanddeepspace fanart drawing illustration fyp fyp hairstyles,Zayne,NEGATIVE,0.9443356394767761
mc wanted zayne hop trend loveanddeepspacezayne zayneli zayne lads loveanddeepspace,mc wanted zayne hop trend loveanddeepspacezayne zayneli zayne lads loveanddeepspace,Zayne,POSITIVE,0.6185150742530823
zaynes card perfect infold better cards zayne loveanddeepspace,zaynes card perfect infold better cards zayne loveanddeepspace,Zayne,POSITIVE,0.8527973890304565
oh gini rasanya disayang segitunya loveanddeepspace lads zayne loveanddeepspaceedit,oh gini rasanya disayang segitunya loveanddeepspace lads zayne loveanddeepspaceedit,Zayne,NEGATIVE,0.9261261224746704
zayne new main story update straight pain pain pain atp lose mind zayne zayneedit zayneloveanddeepspace zayneloveanddeepspaceedit lads ladsedit loveanddeepspace loveanddeepspaceedit,zayne new main story update straight pain pain pain atp lose mind zayne zayneedit zayneloveanddeepspace zayneloveanddeepspaceedit lads ladsedit loveanddeepspace loveanddeepspaceedit,Zayne,NEGATIVE,0.9405648112297058
zayne knew edit zayne free first heard blame tt offbeat spc mine jeannseditz loveanddeepspace lndsea zayneloveanddeepspace,zayne knew edit zayne free first heard blame tt offbeat spc mine jeannseditz loveanddeepspace lndsea zayneloveanddeepspace,Zayne,NEGATIVE,0.9718173742294312
beauty zayne loveanddeepspace sleeplessinlinkon otome otomegames lad lnd loveanddeepspaceedits loveanddeepspacezayne fyp zayneedit,beauty zayne loveanddeepspace sleeplessinlinkon otome otomegames lad lnd loveanddeepspaceedits loveanddeepspacezayne fyp zayneedit,Zayne,NEGATIVE,0.9729034304618835
song brings much late febearly march memories bc obsessed kept using song whenever post zaynes secret times ah good old days zayne loveanddeepspace asmr otome z4ynekisser,song brings much late febearly march memories bc obsessed kept using song whenever post zaynes secret times ah good old days zayne loveanddeepspace asmr otome z4ynekisser,Zayne,POSITIVE,0.9935232400894165
zayne back slideshow edits zayne girly life broke two husbands loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters zayneloveanddeepspace loveanddeepspacezayne sylus sylusloveanddeepspace zayneedit xyzbca edit fyp otome game viral trending moots elysiel inactive luna falling4zayne kary hexi kael zayneluvrr inuyashas feet aleaep zaynes zey zae celestialfairy01 raf strawberry3,zayne back slideshow edits zayne girly life broke two husbands loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters zayneloveanddeepspace loveanddeepspacezayne sylus sylusloveanddeepspace zayneedit xyzbca edit fyp otome game viral trending moots elysiel inactive luna falling4zayne kary hexi kael zayneluvrr inuyashas feet aleaep zaynes zey zae celestialfairy01 raf strawberry3,Zayne,NEGATIVE,0.9881874918937683
kentosbfs zayne cutesie loveanddeepspace zayneloveanddeepspace zayneedit otomegame loveanddeepspaceedit zayne fyp,kentosbfs zayne cutesie loveanddeepspace zayneloveanddeepspace zayneedit otomegame loveanddeepspaceedit zayne fyp,Zayne,NEGATIVE,0.9457506537437439
zayne guys believe got married like husband scp meee hehehe loveanddeepspace lads lnd loveanddeepspacecharacters loveanddeepspaceedit zayneloveanddeepspace loveanddeepspacezayne zaynedit lishen wanderinwonder otomegame fyp foryoupage viral moots lala zella nica stella falling4zayne ale3 bailey celestialfairy01 esha gwen rena rea riri trang zaynes,zayne guys believe got married like husband scp meee hehehe loveanddeepspace lads lnd loveanddeepspacecharacters loveanddeepspaceedit zayneloveanddeepspace loveanddeepspacezayne zaynedit lishen wanderinwonder otomegame fyp foryoupage viral moots lala zella nica stella falling4zayne ale3 bailey celestialfairy01 esha gwen rena rea riri trang zaynes,Zayne,NEGATIVE,0.9317485094070435
medic zayne loveanddeepspacecharacters loveanddeepspace lads loveanddeepspacegame loveanddeepspaceedit zayneloveanddeepspace zayne zayneedit loveanddeepspacezayne,medic zayne loveanddeepspacecharacters loveanddeepspace lads loveanddeepspacegame loveanddeepspaceedit zayneloveanddeepspace zayne zayneedit loveanddeepspacezayne,Zayne,POSITIVE,0.6399681568145752
zayne best things ever exist ac nyrasbeats scp grandiseiya yt loveanddeepspace zayneloveanddeepspace zayneedit fyp,zayne best things ever exist ac nyrasbeats scp grandiseiya yt loveanddeepspace zayneloveanddeepspace zayneedit fyp,Zayne,NEGATIVE,0.598183274269104
drzayne daddy zaynejust liquor candy away zayne zayneloveanddeepspace loveanddeepspace lads viral fyp trending trend,drzayne daddy zaynejust liquor candy away zayne zayneloveanddeepspace loveanddeepspace lads viral fyp trending trend,Zayne,NEGATIVE,0.9764794707298279
chair appreciation post zayne loveanddeepspace zayneloveanddeepspace otome otomegame,chair appreciation post zayne loveanddeepspace zayneloveanddeepspace otome otomegame,Zayne,NEGATIVE,0.9403353929519653
zayne love much like fyp fy loveanddeepspace zayneloveanddeepspace game otomegame otome edit,zayne love much like fyp fy loveanddeepspace zayneloveanddeepspace game otomegame otome edit,Zayne,POSITIVE,0.9573122262954712
say master fate special please see beautiful myth animations powers packed great detail zaynes girlie say mof even presents chinese culture perfectly zayne trusted please respect zayne loveanddeepspace zayneloveanddeepspace fyp fypviral loveanddeepspacezayne zaynedit otomegame zaynedit,say master fate special please see beautiful myth animations powers packed great detail zaynes girlie say mof even presents chinese culture perfectly zayne trusted please respect zayne loveanddeepspace zayneloveanddeepspace fyp fypviral loveanddeepspacezayne zaynedit otomegame zaynedit,Zayne,POSITIVE,0.9988686442375183
zaddyzayne loveanddeepspace otomegame romantic foryou fyp viral,zaddyzayne loveanddeepspace otomegame romantic foryou fyp viral,Zayne,POSITIVE,0.9292656183242798
happy birthday mrzayne part zayne loveanddeepspace,happy birthday mrzayne part zayne loveanddeepspace,Zayne,POSITIVE,0.99883633852005
chance caleb ver soon zayne sylus ib wonyy scp peppa loveanddeepspace loveanddeepspaceedit zayneloveanddeepspace sylusloveanddeepspace zayneedit sylusedit zayneedits sylusedits fyp foryou foryoupage lnd lads,chance caleb ver soon zayne sylus ib wonyy scp peppa loveanddeepspace loveanddeepspaceedit zayneloveanddeepspace sylusloveanddeepspace zayneedit sylusedit zayneedits sylusedits fyp foryou foryoupage lnd lads,Zayne,POSITIVE,0.5200868844985962
oh know ended lmao loveanddeepspace zayne,oh know ended lmao loveanddeepspace zayne,Zayne,POSITIVE,0.9086227416992188
chat idk made plz fyp foryoupage loveanddeepspace loveanddeepspacecharacters loveanddeepspacegame zayne zayneloveanddeepspace gaming otome greenscreen,chat idk made plz fyp foryoupage loveanddeepspace loveanddeepspacecharacters loveanddeepspacegame zayne zayneloveanddeepspace gaming otome greenscreen,Zayne,NEGATIVE,0.9598681330680847
zayn biche zayn zayn malik zaynmalik onedirection directioner musica video mangomood harrystyles zaynmalikedit,zayn biche zayn zayn malik zaynmalik onedirection directioner musica video mangomood harrystyles zaynmalikedit,Zayne,NEGATIVE,0.8355969786643982
flirted sylus xaviers body said maybe rafayel screamed zayne choked caleb doesnt believe reality anymore zayne rafayel loveanddeepspace xavier cool sylus kkilw caleb,flirted sylus xaviers body said maybe rafayel screamed zayne choked caleb doesnt believe reality anymore zayne rafayel loveanddeepspace xavier cool sylus kkilw caleb,Zayne,NEGATIVE,0.9942052960395813
onthisday,onthisday,Zayne,POSITIVE,0.7653598785400391
lowkey giving zayne aura loveanddeepspace loveanddeepspaceedit caleb zayne tomorrowscatch22,lowkey giving zayne aura loveanddeepspace loveanddeepspaceedit caleb zayne tomorrowscatch22,Zayne,POSITIVE,0.9675795435905457
zayne finished main story ac njaudios scp grandiseiya loveanddeepspace zayneloveanddeepspace zayneedit fyp cutiethefishie shystay008 sya17 soebim zcxalls fighterrrx crowflake justemerald meellrsk erya,zayne finished main story ac njaudios scp grandiseiya loveanddeepspace zayneloveanddeepspace zayneedit fyp cutiethefishie shystay008 sya17 soebim zcxalls fighterrrx crowflake justemerald meellrsk erya,Zayne,NEGATIVE,0.979560911655426
first edit account woop woop zayneloveanddeepspace zayneedit drzayne loveanddeepspace loveanddeepspaceedit fyp edit,first edit account woop woop zayneloveanddeepspace zayneedit drzayne loveanddeepspace loveanddeepspaceedit fyp edit,Zayne,NEGATIVE,0.9288281202316284
zayne spoilers ending zaynes main story chapter broke heart taught laugh ps honestly confused point lives mc zayne dating looks like hugs handholding familiarity maybe point openly showing affection without labels dont know mercy zayne zayneloveanddeepspace loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters lads,zayne spoilers ending zaynes main story chapter broke heart taught laugh ps honestly confused point lives mc zayne dating looks like hugs handholding familiarity maybe point openly showing affection without labels dont know mercy zayne zayneloveanddeepspace loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters lads,Zayne,NEGATIVE,0.5676711797714233
towards end definitely grew nevsei loveanddeepspace zayneloveanddeepspace fyp datingsimulator zayne otomegame otomegamereccomendation slyus sylusloveanddeepspace,towards end definitely grew nevsei loveanddeepspace zayneloveanddeepspace fyp datingsimulator zayne otomegame otomegamereccomendation slyus sylusloveanddeepspace,Zayne,NEGATIVE,0.9192098379135132
zayne version requested zayne loveanddeepspace zayneedit loveanddeepspaceedit zayneloveanddeepspace fyp scp amrynna dts sylusslvt vvee rory alls cxiley aloria,zayne version requested zayne loveanddeepspace zayneedit loveanddeepspaceedit zayneloveanddeepspace fyp scp amrynna dts sylusslvt vvee rory alls cxiley aloria,Zayne,NEGATIVE,0.9742722511291504
head full kitty zayne zayne loveanddeepspace lnd lads zayneloveanddeepspace loveanddeepspacezayne loveanddeepspacecharacters loveanddeepspaceedit zaynedit loveanddeepspacepurrlaytime otomegame fyp foryoupag viral moots lala zella stella nica nat falling4zayne ale3 bailey celestialfairy01 cj esha ren trangi zaynesyluss cvm collector zaynes,head full kitty zayne zayne loveanddeepspace lnd lads zayneloveanddeepspace loveanddeepspacezayne loveanddeepspacecharacters loveanddeepspaceedit zaynedit loveanddeepspacepurrlaytime otomegame fyp foryoupag viral moots lala zella stella nica nat falling4zayne ale3 bailey celestialfairy01 cj esha ren trangi zaynesyluss cvm collector zaynes,Zayne,NEGATIVE,0.9435287117958069
black energy zaynes version loveanddeepspace loveanddeepspacezayne zayne,black energy zaynes version loveanddeepspace loveanddeepspacezayne zayne,Zayne,POSITIVE,0.9862386584281921
office siren fyp loveanddeepspace gaming otome zayne zayneloveanddeepspace funny foryoupage lads,office siren fyp loveanddeepspace gaming otome zayne zayneloveanddeepspace funny foryoupage lads,Zayne,POSITIVE,0.9903253316879272
lads ootd ideas girlies inspired zayne time loveanddeepspace loveanddeepspacezayne zayne ootd loveanddeepspaceoutfit zaynegirly,lads ootd ideas girlies inspired zayne time loveanddeepspace loveanddeepspacezayne zayne ootd loveanddeepspaceoutfit zaynegirly,Zayne,POSITIVE,0.9266195297241211
zayne yall im sorry game chokehold loveanddeepspace zayneloveanddeepspace loveanddeepspaceedit zayneedit zayneloveanddeepspaceedit,zayne yall im sorry game chokehold loveanddeepspace zayneloveanddeepspace loveanddeepspaceedit zayneedit zayneloveanddeepspaceedit,Zayne,NEGATIVE,0.997345507144928
song used cc ditraxz spc jeannseditz zaylusep zayne zayneedit loveanddeepspace loveanddeepspacegame loveanddeepspaceedit zayneloveanddeepspace lads ladsedit fyp fypage,song used cc ditraxz spc jeannseditz zaylusep zayne zayneedit loveanddeepspace loveanddeepspacegame loveanddeepspaceedit zayneloveanddeepspace lads ladsedit fyp fypage,Zayne,NEGATIVE,0.7918429374694824
capcut zayne hope yu see im fan ur lives ever since mac donald started watchingzaynedavididklive stays ik post rlly wanted use template facecardeats,capcut zayne hope yu see im fan ur lives ever since mac donald started watchingzaynedavididklive stays ik post rlly wanted use template facecardeats,Zayne,NEGATIVE,0.9774103760719299
taking med course bc wanna meet someone like zaynej loveanddeepspace zayne zayneedit zayneloveanddeepspace fyp,taking med course bc wanna meet someone like zaynej loveanddeepspace zayne zayneedit zayneloveanddeepspace fyp,Zayne,NEGATIVE,0.9496051669120789
idk whats wrong audio zayneeee im married nowww loveanddeepspace zayneloveanddeepspace zayne ae fyp edit,idk whats wrong audio zayneeee im married nowww loveanddeepspace zayneloveanddeepspace zayne ae fyp edit,Zayne,NEGATIVE,0.9953197836875916
brat id act like zayne else zayne loveanddeepspace loveanddeepspacecharacters z4ynekisser brat,brat id act like zayne else zayne loveanddeepspace loveanddeepspacecharacters z4ynekisser brat,Zayne,NEGATIVE,0.9975461363792419
hes best healthy type posessive love much ugh want bad zayne zayneloveanddeepspace,hes best healthy type posessive love much ugh want bad zayne zayneloveanddeepspace,Zayne,POSITIVE,0.7900862693786621
mc zayne mc otomegame viral loveanddeepspace zayneloveanddeepspace,mc zayne mc otomegame viral loveanddeepspace zayneloveanddeepspace,Zayne,NEGATIVE,0.9434400796890259
enjoy loveanddeepspace loveanddeepspacezayne lnd zayneedit booktok creatorsearchinsight fypage fyp asmrvoice asmrsounds,enjoy loveanddeepspace loveanddeepspacezayne lnd zayneedit booktok creatorsearchinsight fypage fyp asmrvoice asmrsounds,Zayne,POSITIVE,0.987448513507843
zayne lots people asked zayne ver im still caleb girlie dw zayneloveanddeepspace loveanddeepspace zayneedit zayneloveanddeepspacedit loveanddeepspacezayne lishen loveanddeepspacecharacters otome otomegame lads capcut,zayne lots people asked zayne ver im still caleb girlie dw zayneloveanddeepspace loveanddeepspace zayneedit zayneloveanddeepspacedit loveanddeepspacezayne lishen loveanddeepspacecharacters otome otomegame lads capcut,Zayne,NEGATIVE,0.9824296236038208
zayne doctor doctor help loveanddeepspace lads lnds gaming otomegame otomegames edit editor editing zayne zayneloveanddeepspace loveanddeepspacezayne zayneedit zayneloveanddeepspaceedit loveanddeepspacezayneedit drzayne bts kpop foryoupage foryou fyp viral,zayne doctor doctor help loveanddeepspace lads lnds gaming otomegame otomegames edit editor editing zayne zayneloveanddeepspace loveanddeepspacezayne zayneedit zayneloveanddeepspaceedit loveanddeepspacezayneedit drzayne bts kpop foryoupage foryou fyp viral,Zayne,NEGATIVE,0.9585000872612
struggle real,struggle real,Zayne,POSITIVE,0.9055508375167847
way nuzzles shoulder zayneloveanddeepspace zayne loveanddeepspacezayne loveanddeepspacegame loveanddeepspacegameplay loveanddeepspace zayneedit edit,way nuzzles shoulder zayneloveanddeepspace zayne loveanddeepspacezayne loveanddeepspacegame loveanddeepspacegameplay loveanddeepspace zayneedit edit,Zayne,POSITIVE,0.9443632960319519
zayne sylus tysm 15k followers loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters loveanddeepspacesylus sylusedit loveanddeepspacezayne zaynedit edit fyp xyzbca otome game trending moot tags zaylusep stella zey mel ale3 zaynes kael zayneluvrr falling4zayne inactive inuyashas feet elysiel kary zae,zayne sylus tysm 15k followers loveanddeepspace loveanddeepspaceedit loveanddeepspacecharacters loveanddeepspacesylus sylusedit loveanddeepspacezayne zaynedit edit fyp xyzbca otome game trending moot tags zaylusep stella zey mel ale3 zaynes kael zayneluvrr falling4zayne inactive inuyashas feet elysiel kary zae,Zayne,NEGATIVE,0.9925007224082947
yall zayne loveanddeepspace antonychenn bbno bbnos tuonto justinhan rafayel rafayelloveanddeepspace sylus sylusloveanddeepspace xavier xavierloveanddeepspace zayne zayneloveanddeepspace,yall zayne loveanddeepspace antonychenn bbno bbnos tuonto justinhan rafayel rafayelloveanddeepspace sylus sylusloveanddeepspace xavier xavierloveanddeepspace zayne zayneloveanddeepspace,Zayne,NEGATIVE,0.9454871416091919
love gym outfit ngl zayne zayneloveanddeepspace doctorzayne fyp loveanddeepspacecharacters loveanddeepspacezayne lads loveanddeepspace,love gym outfit ngl zayne zayneloveanddeepspace doctorzayne fyp loveanddeepspacecharacters loveanddeepspacezayne lads loveanddeepspace,Zayne,POSITIVE,0.8385275602340698
oh lads zaynecospay zayne loveanddeepspacezayne loveanddeepspace loveanddeepspaceedits loveanddeepspaceedit,oh lads zaynecospay zayne loveanddeepspacezayne loveanddeepspace loveanddeepspaceedits loveanddeepspaceedit,Zayne,POSITIVE,0.9390347003936768
took time tapping screen loveanddeepspace zayne loveanddeepspaceedit zayneloveanddeepspace fyp fyp,took time tapping screen loveanddeepspace zayne loveanddeepspaceedit zayneloveanddeepspace fyp fyp,Zayne,NEGATIVE,0.9746062159538269
zayne watch tiktok ruin quality spc mejeannseditzethan winterses zayneladszayneeditzayneloveanddeepspaceloveanddeepspaceladsotomegamefypviral,zayne watch tiktok ruin quality spc mejeannseditzethan winterses zayneladszayneeditzayneloveanddeepspaceloveanddeepspaceladsotomegamefypviral,Zayne,NEGATIVE,0.9976115226745605
zayne lace detailing veil shoes hair absolutely gorgeous guys cant otome otomegames zayneloveanddeepspace loveanddeepspace,zayne lace detailing veil shoes hair absolutely gorgeous guys cant otome otomegames zayneloveanddeepspace loveanddeepspace,Zayne,POSITIVE,0.8710690140724182
said wasnt loved loveanddeepspace zayne hbdzayne,said wasnt loved loveanddeepspace zayne hbdzayne,Zayne,NEGATIVE,0.5382416248321533
follow zaynie content im crying lot different places rn lads loveanddeepspace zayneloveanddeepspace rafayelloveanddeepspace xavierloveanddeepspace sylusloveanddeepspace calebloveanddeepspace fy zaynedits,follow zaynie content im crying lot different places rn lads loveanddeepspace zayneloveanddeepspace rafayelloveanddeepspace xavierloveanddeepspace sylusloveanddeepspace calebloveanddeepspace fy zaynedits,Zayne,NEGATIVE,0.9617547988891602
nooo much heart loveanddeepspace lovedeepspaceedit edit zaynedit drzayne frosti fangirl loveanddeepspacezayne,nooo much heart loveanddeepspace lovedeepspaceedit edit zaynedit drzayne frosti fangirl loveanddeepspacezayne,Zayne,NEGATIVE,0.768162727355957
ayo feeling gurlies lds loveanddeepspace sylus shin qinche wedding zayne xavier rafayel caleb delulu romance love,ayo feeling gurlies lds loveanddeepspace sylus shin qinche wedding zayne xavier rafayel caleb delulu romance love,Zayne,POSITIVE,0.9888474941253662
cosplay williamafton zayne nanami toji,cosplay williamafton zayne nanami toji,Zayne,POSITIVE,0.9937905669212341
zayn zaynmalik fyp foryou onedirection fypviral viral abcxyz xyzbca foryoupage fyppppppppppppppppppppppp,zayn zaynmalik fyp foryou onedirection fypviral viral abcxyz xyzbca foryoupage fyppppppppppppppppppppppp,Zayne,NEGATIVE,0.9923025369644165
anyone answers zaynmalik zayn malik onedirection 1dtiktok 1d fyp fyp,anyone answers zaynmalik zayn malik onedirection 1dtiktok 1d fyp fyp,Zayne,NEGATIVE,0.9913636445999146
edit ztex comp best bluelock jerseys bio get link good luck murasaki yt fyp zaynen bluelock bluelockmanga bluelockanime bluelockmangaedit bluelockanimeedit bluelockmangaedits bluelockanimeedits bluelockedit bluelockedits,edit ztex comp best bluelock jerseys bio get link good luck murasaki yt fyp zaynen bluelock bluelockmanga bluelockanime bluelockmangaedit bluelockanimeedit bluelockmangaedits bluelockanimeedits bluelockedit bluelockedits,Zayne,NEGATIVE,0.9004423022270203
ty miranda villarreal zaynmalik zayn lasvegas stairwaytothesky sttstour zaynsttstour fyp,ty miranda villarreal zaynmalik zayn lasvegas stairwaytothesky sttstour zaynsttstour fyp,Zayne,NEGATIVE,0.9127079844474792
ig jinn308,ig jinn308,Zayne,NEGATIVE,0.5682864189147949
insta jinn308,insta jinn308,Zayne,NEGATIVE,0.9349435567855835
fps sungjinwoo sololeveling anime edit,fps sungjinwoo sololeveling anime edit,Zayne,NEGATIVE,0.9946788549423218
zaynmalik first edit account kinda nervy onedirection 1d zaynmalik zayn zaynmalikedit zaynedit nightchanges kqxdsn xyzbca fyp foryou foryoupage viral edit viraledit trending,zaynmalik first edit account kinda nervy onedirection 1d zaynmalik zayn zaynmalikedit zaynedit nightchanges kqxdsn xyzbca fyp foryou foryoupage viral edit viraledit trending,Zayne,NEGATIVE,0.9792776703834534
fyp tea viral relatable,fyp tea viral relatable,Zayne,NEGATIVE,0.9993098974227905
girls finally mc dancing getting married im crying beautiful loveanddeepspace lads zayne zaynelads,girls finally mc dancing getting married im crying beautiful loveanddeepspace lads zayne zaynelads,Zayne,POSITIVE,0.9755464792251587
time posted zayne edit loveanddeepspace zayne zayneloveanddeepspace loveanddeepspaceedit zayneedit fyp,time posted zayne edit loveanddeepspace zayne zayneloveanddeepspace loveanddeepspaceedit zayneedit fyp,Zayne,NEGATIVE,0.9299564361572266
zayne never admit love spoiling us loveanddeepspace zayneloveanddeepspace zayne loveanddeepspacecharacters fanart,zayne never admit love spoiling us loveanddeepspace zayneloveanddeepspace zayne loveanddeepspacecharacters fanart,Zayne,POSITIVE,0.6709437966346741
like let win pls zayne loveanddeepspace loveanddeepspacezayne kittycards zayne otomegame funny meme fyp,like let win pls zayne loveanddeepspace loveanddeepspacezayne kittycards zayne otomegame funny meme fyp,Zayne,POSITIVE,0.9902034997940063
zayne,zayne,Zayne,POSITIVE,0.996190071105957
happy loveanddeepspace zayne china loveanddeepspacezayne otomegame otome foryou foryoupage,happy loveanddeepspace zayne china loveanddeepspacezayne otomegame otome foryou foryoupage,Zayne,POSITIVE,0.9977701902389526
fire ice dragon full artcomic inbio zayneloveanddeepspace loveanddeepspacezayne sylusloveanddeepspace loveanddeepspacecharacters loveanddeepspacesylus loveanddeepspace,fire ice dragon full artcomic inbio zayneloveanddeepspace loveanddeepspacezayne sylusloveanddeepspace loveanddeepspacecharacters loveanddeepspacesylus loveanddeepspace,Zayne,NEGATIVE,0.5192908048629761
omg rge fyp loveanddeepspace lads otome otomegames edit loveanddeepspaceedit ladsedit loveanddeepspacezayne zayneloveanddeepspace thankyou viral trending xyzbca zyxcba fypage blowthisup foryoupage foryou editor zaynelads ladszayne infoldgames,omg rge fyp loveanddeepspace lads otome otomegames edit loveanddeepspaceedit ladsedit loveanddeepspacezayne zayneloveanddeepspace thankyou viral trending xyzbca zyxcba fypage blowthisup foryoupage foryou editor zaynelads ladszayne infoldgames,Zayne,NEGATIVE,0.5844972729682922
loveanddeepspace zayneloveanddeepspace,loveanddeepspace zayneloveanddeepspace,Zayne,POSITIVE,0.7190465927124023
zayne caleb loveanddeepspaceedit zayneloveanddeepspace calebloveanddeepspace loveanddeepspace otomegame xavier sylus rafayel foryoupage fyp,zayne caleb loveanddeepspaceedit zayneloveanddeepspace calebloveanddeepspace loveanddeepspace otomegame xavier sylus rafayel foryoupage fyp,Zayne,NEGATIVE,0.9437930583953857
marriage scary husband zayne finally get chance post edit chaos post lol zayne loveanddeepspace loveanddeepspacecharacters banner wedding weddingtiktok lishen fyp,marriage scary husband zayne finally get chance post edit chaos post lol zayne loveanddeepspace loveanddeepspacecharacters banner wedding weddingtiktok lishen fyp,Zayne,POSITIVE,0.950188934803009
part favorite voice lines zayne last video couldnt add without making video long also might also boys zayne zayneloveanddeepspace loveanddeepspace lnd otome fyp,part favorite voice lines zayne last video couldnt add without making video long also might also boys zayne zayneloveanddeepspace loveanddeepspace lnd otome fyp,Zayne,NEGATIVE,0.7331590056419373
peak leveling sungjinwoo beru sololeveling anime edit,peak leveling sungjinwoo beru sololeveling anime edit,Zayne,POSITIVE,0.9629364013671875
zayn zaynmalik zaynmalikedit zaynmalikvids zaynmalikedits zaynmalikvideo zquad zquadfamily baby love loveyou missyou live liveperformance zaynlive soproud proudofyou fyp fy foryoupage foryou like foryourpage viral viralvideo viralvideos memory like blessed band sttstour stts tour ztour crying zayn,zayn zaynmalik zaynmalikedit zaynmalikvids zaynmalikedits zaynmalikvideo zquad zquadfamily baby love loveyou missyou live liveperformance zaynlive soproud proudofyou fyp fy foryoupage foryou like foryourpage viral viralvideo viralvideos memory like blessed band sttstour stts tour ztour crying zayn,Zayne,NEGATIVE,0.8118955492973328
lot drafts let use,lot drafts let use,Zayne,NEGATIVE,0.9956108927726746
underrated zayn zquad zaynmalik zaynedit fyp foryoupage,underrated zayn zquad zaynmalik zaynedit fyp foryoupage,Zayne,NEGATIVE,0.8418021202087402
alexa play zaynmalik zayn onedirection foryoupage fyppppppppppppppppppppppp viral,alexa play zaynmalik zayn onedirection foryoupage fyppppppppppppppppppppppp viral,Zayne,NEGATIVE,0.9846237301826477
fyp funny loveanddeepspace sylus caleb xavier rafayel zayne mc,fyp funny loveanddeepspace sylus caleb xavier rafayel zayne mc,Zayne,POSITIVE,0.9633695483207703
afinitty cute cr users xhs loveanddeepspace rafayel xavier zayne,afinitty cute cr users xhs loveanddeepspace rafayel xavier zayne,Zayne,POSITIVE,0.9977027773857117
goat shadow theeminenceinshadow anime edit,goat shadow theeminenceinshadow anime edit,Zayne,NEGATIVE,0.9819079041481018
replying teenahs lifestyle since arrived mumbai doctor appointment saturday zayne bloodwork chest xray done didnt energy vlog youve watching ig story probably seen highlights posted im glad last appointment everything looks good hes set surgery finally thank continuous love support community growing feel blessed yall side cheering us praying zayne god bless yall foryoupage albinism albinobaby fypviral nystagmus nystagmusawareness nystagmussurgery babylove babytiktok,replying teenahs lifestyle since arrived mumbai doctor appointment saturday zayne bloodwork chest xray done didnt energy vlog youve watching ig story probably seen highlights posted im glad last appointment everything looks good hes set surgery finally thank continuous love support community growing feel blessed yall side cheering us praying zayne god bless yall foryoupage albinism albinobaby fypviral nystagmus nystagmusawareness nystagmussurgery babylove babytiktok,Zayne,POSITIVE,0.9834059476852417
man man man zayn onedirection zaynmalik zayn,man man man zayn onedirection zaynmalik zayn,Zayne,POSITIVE,0.847009003162384
genshinimpact genshincosplay zhonglicosplay zhongli dragqueen genshinimpactcosplay,genshinimpact genshincosplay zhonglicosplay zhongli dragqueen genshinimpactcosplay,Zayne,NEGATIVE,0.9910488128662109
exchange sololeveling sungjinwoo beru anime edit,exchange sololeveling sungjinwoo beru anime edit,Zayne,NEGATIVE,0.9870250225067139
wanna touch baby zaynmalik 1d,wanna touch baby zaynmalik 1d,Zayne,POSITIVE,0.9972075819969177
