author,authorIsChannelOwner,cid,comment,commentsCount,hasCreatorHeart,pageUrl,publishedTimeText,replyCount,replyToCid,title,type,videoId,voteCount,sentiment,sentiment_confidence
@fellisyahepta7368,False,UgzJTWhVgyRXfH6cs6J4AaABAg,I love this song. I wonder why you didnt mention the singer...,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9994217157363892
@melyourheart,False,UgxXAWb5xK8y9H-Ein54AaABAg,"Ah ♡ What did they do to us? T-T ♡ 
What a beautiful girly, romantic country song ♡",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9989655017852783
@guccipandasyehet,False,Ugyh7VdAysC9LJ_nxtt4AaABAg.AHaD69d-OoQAHaDDSanVUw,The funniest part of everyone feeling like a Disney princess with this song is that the themes are lowkey dark 😭,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,Ugyh7VdAysC9LJ_nxtt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,5,POSITIVE,0.9927218556404114
@ELWicker,False,Ugz6OtBVeoOnquDangt4AaABAg,Love and Deepspace own Taylor Swift. Love this so much. Sorry not sorry to my neighbours as I belt out this belter.,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9988580942153931
@lilfreak95,False,UgxwZAb43D5ztDq3n6F4AaABAg,LOVE THIS SONG SO MUCH 😭😭😭 IT’S SO BEAUTIFUL❤️❤️❤️,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9984671473503113
@porkricee4429,False,UgxI4AheR6XWUi7ih3l4AaABAg,i just feel so in love and loved while listening to this,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,2,POSITIVE,0.9998551607131958
@MindyLangg,False,UgzJN-sok8Osh3HTEAB4AaABAg,This is so good 🥺😭 the first song from LADS where I raaaaan to YouTube,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.7293612360954285
@Benleyy,False,UgyqB8PbF8NJ288cYyZ4AaABAg,"Normally the songs in this game arent upbeat enough, but this was AMAZING ⭐️ made me wanna get the memories even more",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9996664524078369
@ByeolStarB,False,Ugy1a-AiFsE1DbQn3sV4AaABAg,Spotify pleaseee,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.994005560874939
@kenniyoo0105,False,Ugx6sSRVFyGrkrSPnht4AaABAg,This soong is sooo Beautifull 🥺,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9947333335876465
@kenniyoo0105,False,Ugy8ZBRKwEQX9CHEERN4AaABAg,This soong is sooo Beautifull 🥺,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9947333335876465
@kazuha6365,False,Ugx7wBx8qzvRul2DWZZ4AaABAg,INFOLD RELEASE THIS ON SPOTIFY PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS PLS,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9923210740089417
@yuntengzoe6121,False,UgzkxCu5Dh-of3fb-8d4AaABAg,Can upload to Spotify pls🥹,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9477737545967102
@Ten_Shii7,False,UgzOfOwHFeoMYcKEOiF4AaABAg,This is the first LaDs OST I liked. I’m having LSS here! ❤❤😊,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9995667338371277
@ruthkeriahentabrbarus7693,False,Ugw6ceJP5Nl1heI-4dN4AaABAg,Who's the singer????? We need to know ❤❤❤,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9974637031555176
@aquarii7527,False,UgxEPQ5t12Ao9zqBVxR4AaABAg,need this on spotify i begggggg,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9959412813186646
@dillyn9334,False,UgyVWsxDneI-BP0wcnx4AaABAg,I'm sitting in event wish screen almost an hour to just listen this song ... 🩷,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9457967281341553
@chan_rosaaa,False,Ugx4LOwwoIREIGhJ7xR4AaABAg,"The build up from 0:42 and 1:33 is just—
UGH😩🤌🏽💗💗💗",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago (edited),0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9328750967979431
@nctzen8908,False,Ugzi9L1LXYmqradqGed4AaABAg,โคตรบ้า เพลงโคตรดี,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,2,NEGATIVE,0.7850582599639893
@SillyYuu,False,Ugx1ZTYd4GtO3a1aZmt4AaABAg,Love love love this song. Finally not depressing song lyrics that make me wonder. For once i feel like I'm actually playing otome game.,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,8,POSITIVE,0.9990190267562866
@RizeKimmy,False,UgxroL84D-QuHU7yBDx4AaABAg,You don’t hear songs like this anymore. I saw a flash of my childhood for a bit. I miss old Barbie 😭,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,19,NEGATIVE,0.7569769620895386
@kandarokudomukuro,False,Ugzw3LgUYNUpAd0OjSd4AaABAg,I need a karaoke version of this ❤,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9861414432525635
@Lynlyn-v1c,False,Ugzu0EAgb77OF6Jsc-d4AaABAg,Pls this song needs to be in spotifyyyy!!!,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,NEGATIVE,0.9990184307098389
@levithelemonbratty,False,UgyaIMVu9tjziXVDOlJ4AaABAg,BADLY NEED THIS ON SPOTIFY,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,NEGATIVE,0.9964144229888916
@hamutaroyum,False,UgwzRviWMzYLbKlO1Dl4AaABAg,This bgm is the first thing I exchange for in the shop,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,3,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,119,NEGATIVE,0.9905709028244019
@roslindale,False,UgwYyhk84rhu8FC8iAt4AaABAg,I go to the Wish event just to listen to this song...,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,14,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,871,POSITIVE,0.9945520758628845
@jacewisoul,False,UgydXxuGr-GLuMMWxUN4AaABAg,This song is triggering my hopeless romantic side bro,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.6342540979385376
@soopjw,False,Ugy1dpSSQ889slaOI_14AaABAg,INFOLD IM BEGGING PLEASE ON SPOTIFY TOO😔😔😔🙏🏻🫶🏻,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,NEGATIVE,0.9947103261947632
@soopjw,False,UgynnPJC-kgMsHtEawt4AaABAg,SPOTIFY PLEASEEEE INFOLLDDD,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,NEGATIVE,0.7222352623939514
@amelianynovita,False,UgyX00N2886s4hscHyV4AaABAg,RILIS SPOTIFY CEPATTT,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,NEGATIVE,0.9778755903244019
@XuRan-ge7ki,False,Ugx4n9zXEep0x_dnaEV4AaABAg,I need this on my apple music😊,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,POSITIVE,0.999561607837677
@ev_livy9891,False,UgxEOvpoeSX9Ire75Fp4AaABAg,I need this on my Spotify playlist,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,1,NEGATIVE,0.9789724946022034
@lemonline9807,False,UgyR0PUGqVQim7pePtF4AaABAg,please save this song in spotify,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.7685174942016602
@JoceLuvsJune_official,False,UgxKVxuTAUqs1A243gV4AaABAg,Ugh its not on spotify yet😭,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,2,NEGATIVE,0.9991664886474609
@RubeckiaaLee,False,Ugw4gb5HMB8W7m-r8ft4AaABAg,HOW COULD THISS SO GOOD????????? LIKE HOW😭😭😭😭😭😭🩵🩵🩵🩵,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.975028395652771
@lovexsong956,False,UgyId2wHk9pZwDF6gEt4AaABAg,"40 gbs to download. I know LDS is infamous for having big storage updates so i cleared up over 35 gbs but still nothing (that’s WITH deleting and redownloading). LDS was oriented for iPhone UID and everything…most iPhone users have abt 64 gbs AND A LIFE
Had to quit and delete LDS once and for all 😭…I’m glad they’re feeding their users with these updates but damn. I hope they fix these patches because updates r only gonna get bigger",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,4,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,2,NEGATIVE,0.9976670742034912
@fariaritu,False,Ugx35LmqiUEyJliTpmB4AaABAg,NEED THIS ON SPOTIFY ASAP!!!!!,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9858472943305969
@Nameless-fh1nx,False,Ugxq8co2SIVYtsjDbI14AaABAg,Spotify right fucking NOW,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9768975973129272
@EdaMame-zm7ev,False,UgwGNsdD0JK41dSYdEF4AaABAg,I really love this song !!!!,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.999874472618103
@tashibalampkin8555,False,UgxooZ56T3qtavOcSnh4AaABAg,Had this song on repeat everyday.,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9827982783317566
@FlowXaviers-f1v,False,Ugw7pWMlQ7tF1JnJA7V4AaABAg,need this,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.910070538520813
@FlowXaviers-f1v,False,Ugx9UjdcmbANXPty4jR4AaABAg,😢😢,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.995506763458252
@nafisa.t13,False,UgzzTdgK8OdakxNzeUd4AaABAg,"Oh Infold, y'all know exactly the age group in your audience who are most likely to spend :') TAKE IT, I DON'T CARE",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9951000809669495
@EmberRosePlaysGames,False,UgwzRviWMzYLbKlO1Dl4AaABAg.AHZxbl_cl6iAHbLAEKVUj_,Same and I am keeping it as my cafe theme until Xavier's birthday if not forever,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgwzRviWMzYLbKlO1Dl4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,1,POSITIVE,0.9748044013977051
@leighwolf5349,False,UgwzRviWMzYLbKlO1Dl4AaABAg.AHZxbl_cl6iAHoGc6tKo84,Same here 🎶🎧🎶,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgwzRviWMzYLbKlO1Dl4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,0,NEGATIVE,0.9834312796592712
@MissSunset-r4b,False,UgwzRviWMzYLbKlO1Dl4AaABAg.AHZxbl_cl6iAI0zCg_EsEf,Sameeeee,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgwzRviWMzYLbKlO1Dl4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,0,NEGATIVE,0.9627376198768616
@marienexneb,False,UgwYyhk84rhu8FC8iAt4AaABAg.AHZsVNy2VqlAH_o0ksoerU,i already bought it for like 450 of the new currency from the event and put it on the main screen <3 xP,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgwYyhk84rhu8FC8iAt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,67,NEGATIVE,0.9530588984489441
@midnightpriestess24,False,UgwYyhk84rhu8FC8iAt4AaABAg.AHZsVNy2VqlAH_sudaPZBi, @marienexneb  put it on the main screen and on the cafe bgm hahahaha,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgwYyhk84rhu8FC8iAt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,34,NEGATIVE,0.651753842830658
@kazuma16love,False,UgwYyhk84rhu8FC8iAt4AaABAg.AHZsVNy2VqlAHbZf9UF5oi,You can buy it,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgwYyhk84rhu8FC8iAt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,3,POSITIVE,0.9992396831512451
@roslindale,False,UgwYyhk84rhu8FC8iAt4AaABAg.AHZsVNy2VqlAHbzwPOueYY, @marienexneb  oh i didn't know that... and ofc you have to buy it... greedy Infold sigh,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgwYyhk84rhu8FC8iAt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,5,NEGATIVE,0.996997594833374
@thisiszof,False,UgwYyhk84rhu8FC8iAt4AaABAg.AHZsVNy2VqlAHcDr3JgkeO,​ @roslindale it's free you just have to play the event and exchange the points,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgwYyhk84rhu8FC8iAt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,0,POSITIVE,0.9605299830436707
@werwit4481,False,UgwYyhk84rhu8FC8iAt4AaABAg.AHZsVNy2VqlAHcQKJiWyjW,​ @roslindale  in event not with money,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgwYyhk84rhu8FC8iAt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,17,POSITIVE,0.9499388337135315
@lealy3002,False,UgwYyhk84rhu8FC8iAt4AaABAg.AHZsVNy2VqlAHcUTxH83Yl,Literally me. I can spend hours hearing it while watching all LIs preview. It just fits in so muchhh,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgwYyhk84rhu8FC8iAt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,5,POSITIVE,0.993724524974823
@doesleeknowreallyknow1404,False,UgwYyhk84rhu8FC8iAt4AaABAg.AHZsVNy2VqlAHdwpBenThW,YES SAME OMFG SPOTIFY NEEDS IT NEOWWW,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgwYyhk84rhu8FC8iAt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,3,NEGATIVE,0.9888468384742737
@ohnagi8369,False,UgwYyhk84rhu8FC8iAt4AaABAg.AHZsVNy2VqlAHeyq3nh9ra,US MAN,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgwYyhk84rhu8FC8iAt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,0,POSITIVE,0.9945390820503235
@chat5987,False,UgwYyhk84rhu8FC8iAt4AaABAg.AHZsVNy2VqlAHjajoCloF4, @roslindale not with real money you can exchange it in the store by doing quests x,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgwYyhk84rhu8FC8iAt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,1,NEGATIVE,0.99937903881073
@Esparanza.Rising,False,UgwYyhk84rhu8FC8iAt4AaABAg.AHZsVNy2VqlAHqmFSHjRg6,​ @roslindale if you play the blobuu thing event mini game you get flower rings to use in the shop. You can get it there.,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgwYyhk84rhu8FC8iAt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,0,POSITIVE,0.94631028175354
@artemis754,False,UgwYyhk84rhu8FC8iAt4AaABAg.AHZsVNy2VqlAHsb08ZRusw,yeah it's only like 400 of that. you should easily be able to get it !!,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgwYyhk84rhu8FC8iAt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,1,NEGATIVE,0.9844183921813965
@DesireeJee,False,UgwYyhk84rhu8FC8iAt4AaABAg.AHZsVNy2VqlAIJBcc1YpL6, @marienexneb SAME,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,4 weeks ago,0,UgwYyhk84rhu8FC8iAt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,0,NEGATIVE,0.984588086605072
@gothicgal9679,False,UgwYyhk84rhu8FC8iAt4AaABAg.AHZsVNy2VqlAIOmbX7x2gn,​ @roslindale it's obvious you're not playing this game so why are you pretending to lie,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,3 weeks ago,0,UgwYyhk84rhu8FC8iAt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,0,NEGATIVE,0.9985131621360779
@nurulaulia345,False,UgyId2wHk9pZwDF6gEt4AaABAg.AHZUPFFvDMTAHZdlf6lSH5,Not to be rude but wish u had a chance to get a new phone ❤,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgyId2wHk9pZwDF6gEt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,0,NEGATIVE,0.9927058815956116
@Barnowlie,False,UgyId2wHk9pZwDF6gEt4AaABAg.AHZUPFFvDMTAHZy3R6ad-T,"it needs lots of storage to download yes, but once it finishes, it doesn't take up too much space, you can delete the old contents too",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgyId2wHk9pZwDF6gEt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,0,NEGATIVE,0.9988192915916443
@lovexsong956,False,UgyId2wHk9pZwDF6gEt4AaABAg.AHZUPFFvDMTAH_9lPUo7bk," @Barnowlie deleted everything 300mb and up and offloaded the rest. My apps were a sliver of my storage and my system took up almost everything 😭
Spent 4 hours trouble shooting and scanning through different discussion pages to decrease system data. 
Retried updating and refreshing then restarting phone over 13 times …I think my best chance is to wait it out 😭😭
I love LDS and the devs feed us so well but I js rlly wish they could solve this for future updates since itll only get worse",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgyId2wHk9pZwDF6gEt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,0,NEGATIVE,0.9979830980300903
@AinNajwa-hb4lv,False,UgyId2wHk9pZwDF6gEt4AaABAg.AHZUPFFvDMTAHa1hpV4XGA,"I wish u can delete the data of memories in the games setting instead before update, I did delete around 6GB and thank God it's saving me more safe now",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,UgyId2wHk9pZwDF6gEt4AaABAg,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,reply,xMR9tY3XfaY,0,NEGATIVE,0.9988213181495667
@JuwylGem,False,Ugykq4_W6VBWOlSrDxx4AaABAg,I need this on spotify its been so long to have a song like this 😭,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,3,NEGATIVE,0.9991586208343506
@shorin.jm8,False,UgxMHWx8OXMu9Mygmwd4AaABAg,"Infold’s BGMs of Infinity Nikki and Love and deepspace makes me teary eyed. 🥹 all are so beautiful esp, Infinity nikki’s Journey of Fireworks, Find My way, and now this - spring and Flowers. 😭",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9989257454872131
@witliss6372,False,UgxPeMPvVKao4UUwC7h4AaABAg,i literally spend a whole day today listening to this soundtrack...so refreshing and beautiful😭😭,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,2,POSITIVE,0.9963132739067078
@Music-ek5zz,False,Ugwge6eko7BofWSfnZF4AaABAg,Lovely voice,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,POSITIVE,0.9998555183410645
@Funda-9510,False,UgyFWs2LRgeET8Lwxwp4AaABAg,This is so beautiful🥺 i know it sounds so cliche but it makes me believe live will be better one day ❤️,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,6,POSITIVE,0.9973223805427551
@mayberachelmarie,False,Ugzgi7uF5HDs4QLnUkR4AaABAg,They went hard with this.,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.8639498949050903
@ireneedeline,False,Ugy0dEuxL3ly4GXJtE94AaABAg,"♡  ∩_∩
（„• ֊ •„)♡
┏ • UU • - • - • ღ❦ღ┓
             𓆩❤𓆪
┗ღ❦ღ • - • - • - • - - ┛",993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,0,NEGATIVE,0.9364503622055054
@carolinecamus7260,False,Ugx8IvRRLOeFMrG13d14AaABAg,This song 😭🥰🌸,993,False,https://www.youtube.com/watch?v=xMR9tY3XfaY,1 month ago,0,,Love and Deepspace | [Spring and Flowers] Spring's Memory BGM Released🎵,comment,xMR9tY3XfaY,2,POSITIVE,0.9957414865493774
