original_text,text,sentiment,confidence
little nods cute love deepspace bilibiliworld zayne cosplay bw cos coserloveanddeepspace zaynezaynelay cos bilibiliworld bw hot cute zaynecosplay otomegame fyp,little nods cute love deepspace bilibiliworld zayne cosplay bw cos coserloveanddeepspace zaynezaynelay cos bilibiliworld bw hot cute zaynecosplay otomegame fyp,POSITIVE,0.927558183670044
bbut comparing looks personality girl shut looks nothing like grapist zayne lishen zayne caleb loveanddeepspace infoldgames matthiasvonherhardt cryorbetteryetbeg leonwinston trybegging fypage fyp forupage,bbut comparing looks personality girl shut looks nothing like grapist zayne lishen zayne caleb loveanddeepspace infoldgames matthiasvonherhardt cryorbetteryetbeg leonwinston trybegging fypage fyp forupage,NEGATIVE,0.9964302182197571
sylus zayne animeexpo loveanddeepspace loveanddeepspaceedit loveanddeepspacesylus loveanddeepspacezayne loveanddeepspacecharacters sylus zayne sylusedit fyp zaynedit lads cosplay handsome chinese boy,sylus zayne animeexpo loveanddeepspace loveanddeepspaceedit loveanddeepspacesylus loveanddeepspacezayne loveanddeepspacecharacters sylus zayne sylusedit fyp zaynedit lads cosplay handsome chinese boy,NEGATIVE,0.6488031148910522
cant wait september ib lycaryu zayne loveanddeepspace zayneedit foryoupage fyp,cant wait september ib lycaryu zayne loveanddeepspace zayneedit foryoupage fyp,NEGATIVE,0.981870174407959
line line line,line line line,POSITIVE,0.6682215929031372
cosplay,cosplay,POSITIVE,0.9940060377120972
loveanddeepspace dramaminacapcut,loveanddeepspace dramaminacapcut,POSITIVE,0.8606511354446411
need zayne zaynedit zayneloveanddeepspace caleb calebloveanddeepspace loveanddeepspace loveanddeepspaceedit dt rosie lala rsa theextracharacter pmly nectarmute,need zayne zaynedit zayneloveanddeepspace caleb calebloveanddeepspace loveanddeepspace loveanddeepspaceedit dt rosie lala rsa theextracharacter pmly nectarmute,NEGATIVE,0.9086873531341553
played game fav zayne zayne drzayne loveanddeepspace loveanddeepspacezayne cosplay zaynecosplay,played game fav zayne zayne drzayne loveanddeepspace loveanddeepspacezayne cosplay zaynecosplay,POSITIVE,0.9407829642295837
im sick deepspace lads loveanddeepspace loveanddeepspacezayne zayne zayneloveanddeepspace,im sick deepspace lads loveanddeepspace loveanddeepspacezayne zayne zayneloveanddeepspace,NEGATIVE,0.5369896292686462
watch closely im going sims4 loveanddeepspace zayne loveanddeepspacezayne lishen exclusivetutorial,watch closely im going sims4 loveanddeepspace zayne loveanddeepspacezayne lishen exclusivetutorial,POSITIVE,0.9523695111274719
loveanddeepspace zayne,loveanddeepspace zayne,POSITIVE,0.9930723309516907
cos,cos,POSITIVE,0.7744841575622559
old design design zayne version game xybcaa fyppppppppppppppppppppppp zayne zayneloveanddeepspace lishen lishenloveanddeepspace loveanddeepspace,old design design zayne version game xybcaa fyppppppppppppppppppppppp zayne zayneloveanddeepspace lishen lishenloveanddeepspace loveanddeepspace,NEGATIVE,0.9781808257102966
cos capcut cos,cos capcut cos,NEGATIVE,0.9954688549041748
crying editing yes zayne zayneloveanddeepspace loveanddeepspace,crying editing yes zayne zayneloveanddeepspace loveanddeepspace,NEGATIVE,0.974337100982666
man take doctorate degree help heart condition theme loveanddeepspace school au zayne zayneloveanddeepspace cos,man take doctorate degree help heart condition theme loveanddeepspace school au zayne zayneloveanddeepspace cos,NEGATIVE,0.8014990091323853
rafayel rafayelloveanddeepspace rafayelcosplay loveanddeepspace lads rafayel xavier zayne sylus caleb,rafayel rafayelloveanddeepspace rafayelcosplay loveanddeepspace lads rafayel xavier zayne sylus caleb,POSITIVE,0.8578850626945496
never think card wild omg zayne zayne asmr secrettimes loveanddeepspace asmr zayne,never think card wild omg zayne zayne asmr secrettimes loveanddeepspace asmr zayne,NEGATIVE,0.8102356791496277
exclusive tutorial loveanddeepspace zayne engravedaffection fyp,exclusive tutorial loveanddeepspace zayne engravedaffection fyp,POSITIVE,0.9813528656959534
like right loveanddeepspace zayne zaynecosplay lishen lnd cosplayer mc fyp zxycba mcloveanddeepspace zaynemasteroffate cascadingbreeze cos capcut,like right loveanddeepspace zayne zaynecosplay lishen lnd cosplayer mc fyp zxycba mcloveanddeepspace zaynemasteroffate cascadingbreeze cos capcut,POSITIVE,0.6797301769256592
zayne beta version current version game zayne zayneloveanddeepspace lishen lishenloveanddeepspace loveanddeepspace fypgakni xybca,zayne beta version current version game zayne zayneloveanddeepspace lishen lishenloveanddeepspace loveanddeepspace fypgakni xybca,NEGATIVE,0.747428297996521
okay lets sleep together cos touch zayne zayneloveanddeepspace loveanddeepspace rei cosplay douyin xuhong cute hot fyp xybca,okay lets sleep together cos touch zayne zayneloveanddeepspace loveanddeepspace rei cosplay douyin xuhong cute hot fyp xybca,POSITIVE,0.9872257113456726
loveanddeepspace zayne,loveanddeepspace zayne,POSITIVE,0.9930723309516907
ardent oath animation solar pair v1 boys game loveanddeepspace loveanddeepspace lnd loveanddeepspaceedit 3dgame otomegame game rafayel xavier zayne sylus loveanddeepspacerafayel loveanddeepspacexavier loveanddeepspacezayne loveanddeepspacesylus edit rafayelloveanddeepspace xavierloveanddeepspace zayneloveanddeepspace sylusloveanddeepspace capcut,ardent oath animation solar pair v1 boys game loveanddeepspace loveanddeepspace lnd loveanddeepspaceedit 3dgame otomegame game rafayel xavier zayne sylus loveanddeepspacerafayel loveanddeepspacexavier loveanddeepspacezayne loveanddeepspacesylus edit rafayelloveanddeepspace xavierloveanddeepspace zayneloveanddeepspace sylusloveanddeepspace capcut,NEGATIVE,0.8443554639816284
replying shanmelodia honestly im afraid post kind pose shenxinghui xavier zayne lishen rafayel qiyu loveanddeepspace sylus sylusloveanddeepspace qinche,replying shanmelodia honestly im afraid post kind pose shenxinghui xavier zayne lishen rafayel qiyu loveanddeepspace sylus sylusloveanddeepspace qinche,POSITIVE,0.6001680493354797
zayne billiard loveanddeepspaceedit loveanddeepspace zayneloveanddeepspace loveanddeepspacezayne lishen,zayne billiard loveanddeepspaceedit loveanddeepspace zayneloveanddeepspace loveanddeepspacezayne lishen,POSITIVE,0.7310225963592529
god promise ill good girl give three much translated ririzu zayne rafayel xavier loveanddeepspace fyp loveanddeepspacecharacters,god promise ill good girl give three much translated ririzu zayne rafayel xavier loveanddeepspace fyp loveanddeepspacecharacters,POSITIVE,0.9510109424591064
capcut move yall mah husband foryoupageofficiall loveanddeepspace xybzca fyp foryou rafayel,capcut move yall mah husband foryoupageofficiall loveanddeepspace xybzca fyp foryou rafayel,NEGATIVE,0.9842490553855896
lonleh lonleh point im posting random shii feel like like sleeping needs consistency animatic truly song eva vintage loveanddeepspace loveanddeepspacecharacters lads fyp fyp fanart zayneloveanddeepspace animation otomegame digitalart,lonleh lonleh point im posting random shii feel like like sleeping needs consistency animatic truly song eva vintage loveanddeepspace loveanddeepspacecharacters lads fyp fyp fanart zayneloveanddeepspace animation otomegame digitalart,NEGATIVE,0.990233302116394
rafayels waiting missing accross lifetimes card rafayel canvas loveanddeepspace lads rafayel zayne sylus xavier caleb otome ladstheories lemurian,rafayels waiting missing accross lifetimes card rafayel canvas loveanddeepspace lads rafayel zayne sylus xavier caleb otome ladstheories lemurian,NEGATIVE,0.9866869449615479
mc loveanddeepspace loveanddeepspaceedit klingai 4u lads lnd fypage xzyabc capcut,mc loveanddeepspace loveanddeepspaceedit klingai 4u lads lnd fypage xzyabc capcut,NEGATIVE,0.968387246131897
lets try lets try shenxinghui xavier zayne lishen rafayel qiyu loveanddeepspace sylus sylusloveanddeepspace qinche,lets try lets try shenxinghui xavier zayne lishen rafayel qiyu loveanddeepspace sylus sylusloveanddeepspace qinche,NEGATIVE,0.9655215740203857
make ver qiyuloveanddeepspace rafayelloveanddeepspace qiyu rafayel loveanddeepspace lishen lishenloveanddeepspace zayne zayneloveanddeepspace xavier xavierloveanddeepspace shenxinghui shenxinghuiloveanddeepspace xybrca fyp,make ver qiyuloveanddeepspace rafayelloveanddeepspace qiyu rafayel loveanddeepspace lishen lishenloveanddeepspace zayne zayneloveanddeepspace xavier xavierloveanddeepspace shenxinghui shenxinghuiloveanddeepspace xybrca fyp,NEGATIVE,0.9573500156402588
alma tai yangz yaoalma cosplay,alma tai yangz yaoalma cosplay,POSITIVE,0.53416508436203
cosplay fyp loveanddeepspace loveanddeepspacecosplay loveanddeepspacezaynecosplay zaynecosplay zayne cos,cosplay fyp loveanddeepspace loveanddeepspacecosplay loveanddeepspacezaynecosplay zaynecosplay zayne cos,POSITIVE,0.5809835195541382
storyi tears eyes zayne frozen nightfall love deepspace recording made rahelsato dont crop watermark sylus zayne rafayel xavier loveanddeepspace lad romance otomegame rahelsato,storyi tears eyes zayne frozen nightfall love deepspace recording made rahelsato dont crop watermark sylus zayne rafayel xavier loveanddeepspace lad romance otomegame rahelsato,NEGATIVE,0.9519684314727783
